    P R O G R A M A C A O   D E   A D I C A O   D E   A l F 3  - 19/05/2020 06:38
SALA FORNOS 127-KA-6 - Data(s) Base de: 18/05/2020 a           .
  1301; 2372; 18; 45;  955;  6,4;   0;  8,3;   45
  1302; 1988; 19; 45;  955;  6,8;   0;  8,5;   45
  1303; 2295; 16; 44;  952;  6,2;   0;  9,7;   29
  1304; 2892; 14; 43;  977;  5,6;   0;  7,8;   52
  1305; 2831; 17; 44;  956;  6,6;   0;  8,8;   39
  1306; 2180; 18; 44;  955;  6,1;   0;  7,6;   55
  1307; 1916; 15; 45;  954;  6,6;   0;  9,7;   29
  1308; 2539; 16; 46;  955;  7,2;   0; 10,0;   26
  1309;  224; 16; 40;  952;  6,9;   0;  8,7;   31
  1310;  133; 17; 43;  965;  7,1;   0;  8,8;   23
  1311; 2190; 15; 43;  956;  6,5;   0; 10,1;   23
  1312;  659; 18; 45;  959;  7,1;   0;  7,7;   50
  1313; 1835; 17; 44;  958;  6,4;   0;  9,1;   36
  1314;  130; 17; 40;  947;  7,3;   0; 10,0;   10
  1315; 2063; 15; 46;  955;  6,9;   0;  9,5;   32
  1316; 1991; 17; 43;  958;  6,2;   0;  9,6;   29
  1317; 1981; 16; 43;  956;  6,1;   0;  9,9;   26
  1318; 2366; 17; 43;  954;  6,2;   0;  8,8;   39
  1319;  397; 18; 42;  958;  7,3;   0;  9,5;   27
  1320; 1852; 17; 42;  961;  6,5;   0;  9,5;   32
  1321; 2301; 17; 45;  951;  6,4;   0;  9,3;   32
  1322;  199; 13; 40;  952;  7,4;   0; 10,6;    6
  1323; 2378; 17; 42;  974;  6,0;   0;  8,3;   45
  1324; 2434; 19; 41;  980;  6,0;   0;  5,6;   81
  1325; 2359; 18; 41;  961;  6,0;   0;  8,1;   49
  1326;  254; 17; 42;  953;  6,8;   0;  9,8;   15
  1327;  260; 21; 41;  974;  6,4;   0;  6,6;   57
  1328; 2597; 15; 43;  952;  6,3;   0;  9,9;   26
  1329; 2114; 17; 42;  968;  6,0;   0;  8,3;   45
