    P R O G R A M A C A O   D E   A D I C A O   D E   A l F 3  - 21/05/2020 08:17
SALA FORNOS 127-KA-7 - Data(s) Base de: 20/05/2020 a           .
  1701; 2184; 17; 38;  966;  6,0;   0;  9,5;   32
  1702; 2342; 17; 42;  960;  6,3;   0; 10,4;   19
  1703;  150; 18; 42;  959;  7,2;   0; 10,3;    6
  1704; 1227; 16; 46;  955;  7,2;   0; 10,7;   16
  1705; 1927; 17; 41;  961;  6,0;   0;  9,2;   36
  1706; 2419; 17; 44;  952;  6,0;   0; 10,2;   23
  1707; 1539; 16; 41;  974;  6,4;   0;  8,7;   42
  1708; 2424; 17; 41;  960;  6,5;   0;  9,8;   26
  1709; 1299; 16; 45;  958;  6,5;   0; 11,2;   10
  1710; 2056; 18; 40;  955;  6,3;   0;  8,8;   39
  1711; 2543; 16; 43;  965;  6,2;   0;  9,2;   36
  1712;  502; 17; 44;  955;  6,7;   0;  9,4;   27
  1713; 2145; 18; 40;  966;  6,2;   0;  8,6;   42
  1714; 2800; 17; 42;  960;  6,2;   0; 10,1;   23
  1715; 1304; 17; 49;  956;  7,1;   0; 10,9;   13
  1716; 2036; 17; 43;  960;  6,0;   0;  9,8;   26
  1717; 2719; 17; 42;  945;  6,8;   0; 12,8;    6
  1718; 1803; 16; 40;  955;  6,4;   0; 10,8;   13
  1719; 1213; 16; 44;  969;  6,6;   0;  9,2;   36
  1720; 2613; 16; 42;  960;  7,0;   0; 10,9;   13
  1721; 2434; 16; 43;  964;  7,0;   0;  8,8;   39
  1722; 2379; 16; 46;  955;  7,1;   0; 10,0;   26
  1723; 2368; 15; 43;  955;  6,7;   0;  9,4;   32
  1724; 1270; 17; 43;  968;  6,1;   0;  8,8;   39
  1725; 2117; 15; 45;  950;  6,9;   0; 12,2;    6
  1726; 1436; 16; 43;  958;  6,5;   0;  9,8;   26
  1727; 1958; 16; 44;  952;  7,5;   0;  9,9;   26
  1728; 2115; 15; 43;  957;  6,7;   0;  9,0;   39
  1729; 1081; 15; 45;  956;  6,8;   0;  9,5;   32
  1730; 1983; 16; 45;  952;  6,7;   0; 11,8;    6
  1731; 1024; 16; 43;  956;  7,0;   0; 10,5;   17
  1732; 1200; 17; 42;  955;  7,0;   0; 10,8;   13
  1733;   38; 17; 41;  974;  7,1;   0;  9,0;    8
  1734; 1271; 16; 46;  955;  7,3;   0; 10,8;   13
  1735; 2216; 16; 43;  958;  6,2;   0; 10,9;   13
  1736; 3053; 15; 44;  954;  6,4;   0;  9,3;   32
  1737; 2128; 16; 44;  965;  6,2;   0;  9,8;   26
  1738; 1178; 16; 41;  958;  6,5;   0; 12,2;    6
  1739; 1318; 16; 43;  958;  6,4;   0; 10,8;   13
  1740; 2023; 16; 40;  960;  6,1;   0;  9,1;   36
  1741; 1970; 16; 42;  968;  6,5;   0;  9,6;   29
  1742; 1994; 16; 42;  957;  6,5;   0; 11,0;   13
  1743; 1985; 16; 44;  950;  6,7;   0; 14,4;    6
  1744; 1999; 16; 46;  958;  7,1;   0; 12,3;    6
  1745; 2003; 17; 42;  950;  6,9;   0; 10,3;   19
  1746; 1990; 18; 43;  957;  6,5;   0;  7,6;   55
  1747; 1978; 16; 44;  951;  6,8;   0; 11,6;    6
  1748;   19; 20; 39;  970;  7,0;   0;  7,3;    0
  1749; 2027; 16; 44;  956;  6,6;   0; 13,8;    6
  1801; 1165; 17; 42;  957;  6,4;   0; 10,9;   13
  1802; 1854; 19; 40;  951;  6,8;   0;  9,2;   36
  1803; 2465; 15; 43;  952;  6,8;   0; 11,3;    6
  1804; 2549; 18; 42;  964;  6,5;   0;  8,7;   42
  1805;  997; 16; 45;  947;  7,0;   0; 12,0;    6
  1806; 1682; 18; 42;  954;  6,2;   0;  9,2;   36
  1807; 1903; 18; 42;  955;  6,5;   0;  9,8;   26
  1808; 2506; 17; 43;  952;  6,4;   0; 10,6;   16
  1809; 1326; 18; 42;  955;  6,4;   0; 10,0;   26
  1810; 2345; 17; 41;  968;  6,4;   0;  8,2;   49
  1811;   77; 18; 41;  966;  7,4;   0;  9,0;    8
  1812; 1131; 17; 44;  951;  6,7;   0; 12,0;    6
  1813; 2118; 17; 44;  955;  6,8;   0;  9,4;   32
  1814; 1902; 15; 45;  952;  7,1;   0;  8,1;   49
  1815; 1145; 17; 42;  957;  7,0;   0;  9,9;   26
  1816;  121; 18; 42;  952;  7,2;   0; 12,6;    6
  1817; 1242; 16; 44;  951;  6,9;   0;  9,8;   26
  1818; 1828; 17; 41;  961;  6,7;   0; 10,1;   23
  1819; 1284; 18; 43;  947;  7,2;   0; 13,1;    6
  1820; 1192; 17; 44;  956;  7,2;   0; 10,3;   19
  1821; 1282; 16; 44;  957;  6,9;   0;  9,6;   29
  1822; 2658; 16; 44;  955;  6,8;   0;  9,9;   26
  1823;   93; 17; 43;  956;  7,3;   0; 10,9;    6
  1824; 2879; 15; 42;  955;  6,7;   0;  8,7;   42
  1825; 2115; 17; 42;  952;  7,0;   0; 12,4;    6
  1826; 1322; 16; 45;  960;  7,2;   0;  8,8;   39
  1827; 1592; 16; 43;  964;  6,5;   0;  9,3;   32
  1828; 1782; 16; 40;  964;  6,4;   0;  9,4;   32
  1829; 1220; 16; 43;  953;  6,8;   0;  9,8;   26
  1830; 2787; 15; 44;  952;  6,8;   0; 10,0;   26
  1831; 2114; 15; 43;  952;  6,9;   0; 10,9;   13
  1832; 1206; 17; 43;  955;  7,2;   0; 10,0;   26
  1833; 1073; 17; 43;  958;  6,8;   0;  9,9;   23
  1834; 1725; 16; 43;  960;  6,8;   0;  9,4;   32
  1835; 1953; 17; 42;  955;  7,1;   0;  9,8;   26
  1836; 1266; 17; 44;  955;  6,9;   0;  9,8;   26
  1837; 2458; 16; 42;  957;  7,5;   0; 11,8;    6
  1838; 1234; 17; 43;  958;  7,0;   0;  9,2;   36
  1839;  480; 20; 42;  955;  6,9;   0;  9,1;   30
  1840;   32; 17; 39;  964;  7,5;   0;  8,0;   21
  1841; 1998; 16; 44;  955;  7,0;   0; 11,0;   13
